,Airline,Source,Destination,Additional_Info,Total_Stops,Price,Part_of_day_Arrival,Part_of_day_Dep
1423,GoAir,Delhi,Cochin,No info,1 stop,5281,Morning,Early morning
1424,Air India,Kolkata,Banglore,No info,1 stop,7893,Morning,Evening
1425,IndiGo,Mumbai,Hyderabad,No info,non-stop,2754,Evening,Evening
1426,Multiple carriers,Delhi,Cochin,No info,1 stop,12537,Late afternoon,Early morning
1427,IndiGo,Delhi,Cochin,No info,1 stop,5298,Morning,Early morning
1428,IndiGo,Mumbai,Hyderabad,No info,non-stop,2227,Night,Evening
1429,IndiGo,Mumbai,Hyderabad,No info,non-stop,4049,Early morning,Early morning
1430,SpiceJet,Chennai,Kolkata,No info,non-stop,3597,Evening,Evening
1431,Air India,Kolkata,Banglore,No info,2 stops,13227,Morning,Morning
1432,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,7229,Evening,Evening
1433,Vistara,Chennai,Kolkata,No info,non-stop,11982,Evening,Evening
1434,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,11841,Night,Late afternoon
1435,IndiGo,Delhi,Cochin,No info,1 stop,4862,Early morning,Mid-night
1436,IndiGo,Delhi,Cochin,No info,1 stop,14871,Mid-night,Late afternoon
1437,IndiGo,Banglore,New Delhi,No info,non-stop,6144,Mid-night,Mid-night
1438,IndiGo,Delhi,Cochin,No info,1 stop,7010,Morning,Early morning
1439,Air India,Banglore,New Delhi,No info,1 stop,6987,Night,Early morning
1440,SpiceJet,Kolkata,Banglore,No info,non-stop,3873,Morning,Early morning
1441,Air India,Banglore,Delhi,No info,non-stop,6121,Late afternoon,Early afternoon
1442,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,6144,Morning,Early morning
1443,Air India,Banglore,New Delhi,No info,2 stops,14143,Late afternoon,Morning
1444,SpiceJet,Chennai,Kolkata,No check-in baggage included,non-stop,3543,Morning,Morning
1445,IndiGo,Delhi,Cochin,No info,1 stop,6734,Night,Morning
1446,Jet Airways,Banglore,Delhi,No info,non-stop,8016,Morning,Early morning
1447,Air Asia,Kolkata,Banglore,No info,non-stop,4409,Mid-night,Night
1448,Air India,Mumbai,Hyderabad,No info,non-stop,3100,Evening,Evening
1449,SpiceJet,Kolkata,Banglore,No info,non-stop,4174,Late morning,Morning
1450,Vistara,Banglore,Delhi,No info,non-stop,5403,Morning,Morning
1451,Jet Airways,Kolkata,Banglore,No info,1 stop,14781,Evening,Early afternoon
1452,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,7832,Evening,Morning
1453,Jet Airways,Kolkata,Banglore,No info,1 stop,11467,Evening,Morning
1454,IndiGo,Mumbai,Hyderabad,No info,non-stop,2227,Night,Evening
1455,SpiceJet,Banglore,Delhi,No check-in baggage included,non-stop,3573,Mid-night,Night
1456,IndiGo,Kolkata,Banglore,No info,1 stop,4864,Morning,Early morning
1457,SpiceJet,Kolkata,Banglore,No info,non-stop,5515,Late morning,Morning
1458,SpiceJet,Chennai,Kolkata,No info,non-stop,3384,Morning,Morning
1459,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,5963,Early morning,Evening
1460,Jet Airways,Kolkata,Banglore,No info,1 stop,11467,Early afternoon,Evening
1461,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Evening,Evening
1462,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Early morning,Morning
1463,IndiGo,Delhi,Cochin,No info,1 stop,6442,Late afternoon,Morning
1464,Jet Airways,Delhi,Cochin,No info,2 stops,10929,Evening,Evening
1465,Jet Airways,Kolkata,Banglore,No info,1 stop,13044,Morning,Evening
1466,Jet Airways,Delhi,Cochin,No info,1 stop,12719,Evening,Mid-night
1467,Vistara,Banglore,Delhi,No info,non-stop,4668,Morning,Morning
1468,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,9134,Late afternoon,Early morning
1469,SpiceJet,Mumbai,Hyderabad,No check-in baggage included,non-stop,1965,Early afternoon,Early afternoon
1470,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,11841,Morning,Evening
1471,Air India,Delhi,Cochin,No info,1 stop,7480,Morning,Morning
1472,IndiGo,Kolkata,Banglore,No info,non-stop,4174,Late afternoon,Early afternoon
1473,Multiple carriers,Delhi,Cochin,No info,1 stop,9646,Night,Early morning
1474,Air India,Kolkata,Banglore,No info,1 stop,8576,Early morning,Late afternoon
1475,Air India,Delhi,Cochin,No info,1 stop,7480,Morning,Evening
1476,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Early morning,Early morning
1477,Vistara,Banglore,Delhi,No info,non-stop,5403,Early afternoon,Late morning
1478,Air India,Kolkata,Banglore,No info,1 stop,11096,Evening,Morning
1479,Air India,Banglore,New Delhi,No info,non-stop,9481,Evening,Evening
1480,IndiGo,Chennai,Kolkata,No info,non-stop,7295,Night,Evening
1481,Other,Delhi,Cochin,No info,1 stop,11269,Late afternoon,Morning
1482,IndiGo,Banglore,Delhi,No info,non-stop,4823,Evening,Late afternoon
1483,IndiGo,Chennai,Kolkata,No info,non-stop,3597,Evening,Early afternoon
1484,Jet Airways,Kolkata,Banglore,No info,1 stop,13067,Night,Evening
1485,Air India,Kolkata,Banglore,No info,2 stops,12723,Morning,Early morning
1486,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,11087,Early morning,Late afternoon
1487,IndiGo,Delhi,Cochin,No info,1 stop,6016,Early morning,Mid-night
1488,IndiGo,Banglore,New Delhi,No info,non-stop,4777,Early afternoon,Morning
1489,IndiGo,Banglore,Delhi,No info,non-stop,3943,Mid-night,Night
1490,Multiple carriers,Delhi,Cochin,No info,1 stop,6673,Mid-night,Evening
1491,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,8529,Morning,Late afternoon
1492,Air India,Delhi,Cochin,No info,2 stops,13276,Evening,Morning
1493,IndiGo,Delhi,Cochin,No info,non-stop,5000,Morning,Early morning
1494,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Late afternoon,Evening
1495,Jet Airways,Kolkata,Banglore,No info,1 stop,13941,Morning,Early afternoon
1496,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,12384,Night,Evening
1497,IndiGo,Banglore,Delhi,No info,non-stop,3943,Early morning,Early morning
1498,Air Asia,Kolkata,Banglore,No info,non-stop,3807,Mid-night,Night
1499,Multiple carriers,Delhi,Cochin,No info,1 stop,7198,Mid-night,Evening
1500,Air India,Banglore,Delhi,No info,non-stop,6961,Evening,Evening
1501,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,7064,Evening,Late afternoon
1502,Air India,Kolkata,Banglore,No info,2 stops,13616,Evening,Morning
1503,Jet Airways,Kolkata,Banglore,No info,1 stop,14781,Night,Late afternoon
1504,Air India,Banglore,New Delhi,No info,1 stop,13912,Morning,Early morning
1505,Air India,Kolkata,Banglore,No info,non-stop,4145,Night,Evening
1506,Air Asia,Banglore,Delhi,No info,non-stop,4483,Mid-night,Night
1507,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,12384,Night,Morning
1508,IndiGo,Kolkata,Banglore,No info,1 stop,4226,Morning,Early morning
1509,Jet Airways,Delhi,Cochin,No info,2 stops,17229,Early morning,Early afternoon
1510,SpiceJet,Kolkata,Banglore,No check-in baggage included,non-stop,3841,Evening,Evening
1511,Jet Airways,Delhi,Cochin,No info,non-stop,9564,Early afternoon,Late morning
1512,Jet Airways,Delhi,Cochin,No info,2 stops,13014,Evening,Early morning
1513,IndiGo,Kolkata,Banglore,No info,non-stop,6565,Morning,Morning
1514,Air India,Delhi,Cochin,No info,2 stops,11942,Evening,Evening
1515,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12898,Evening,Early afternoon
1516,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Mid-night,Night
1517,GoAir,Banglore,Delhi,No info,non-stop,3898,Night,Evening
1518,Jet Airways,Delhi,Cochin,No info,2 stops,16809,Early morning,Evening
1519,SpiceJet,Banglore,Delhi,No check-in baggage included,non-stop,3573,Mid-night,Night
1520,Multiple carriers,Delhi,Cochin,No info,1 stop,17057,Mid-night,Evening
1521,Jet Airways,Banglore,Delhi,No info,non-stop,7229,Evening,Evening
1522,IndiGo,Delhi,Cochin,No info,1 stop,14871,Mid-night,Morning
1523,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,7229,Evening,Late afternoon
1524,Multiple carriers,Delhi,Cochin,No info,1 stop,14323,Evening,Late morning
1525,Air India,Kolkata,Banglore,No info,2 stops,10151,Evening,Morning
1526,Vistara,Mumbai,Hyderabad,No info,1 stop,12080,Evening,Early morning
1527,SpiceJet,Banglore,Delhi,No info,non-stop,4423,Morning,Morning
1528,Air Asia,Kolkata,Banglore,No info,1 stop,5162,Morning,Early morning
1529,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Early morning,Late afternoon
1530,Air India,Kolkata,Banglore,No info,1 stop,5793,Early afternoon,Morning
1531,IndiGo,Banglore,Delhi,No info,non-stop,4823,Morning,Early morning
1532,Multiple carriers,Delhi,Cochin,No info,1 stop,7485,Night,Morning
1533,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Morning,Evening
1534,Air India,Delhi,Cochin,No info,2 stops,9417,Morning,Evening
1535,SpiceJet,Chennai,Kolkata,No check-in baggage included,non-stop,3543,Morning,Morning
1536,Multiple carriers,Delhi,Cochin,No info,1 stop,10782,Evening,Early morning
1537,IndiGo,Banglore,Delhi,No info,non-stop,4591,Late afternoon,Early afternoon
1538,Jet Airways,Delhi,Cochin,No info,1 stop,15554,Evening,Morning
1539,Jet Airways,Banglore,New Delhi,No info,1 stop,12284,Late afternoon,Early morning
1540,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Evening,Night
1541,IndiGo,Banglore,Delhi,No info,non-stop,4077,Morning,Early morning
1542,Jet Airways,Banglore,Delhi,No info,non-stop,8016,Early afternoon,Late morning
1543,Jet Airways,Mumbai,Hyderabad,No info,non-stop,5678,Morning,Early morning
1544,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,non-stop,2071,Early morning,Mid-night
1545,Jet Airways,Delhi,Cochin,No info,1 stop,15554,Early morning,Evening
1546,Air India,Delhi,Cochin,No info,1 stop,5117,Morning,Evening
1547,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Evening,Morning
1548,Jet Airways,Banglore,New Delhi,No info,1 stop,17261,Morning,Night
1549,IndiGo,Banglore,New Delhi,No info,non-stop,7303,Night,Evening
1550,Multiple carriers,Delhi,Cochin,No info,1 stop,12192,Evening,Early morning
1551,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12898,Early morning,Evening
1552,IndiGo,Kolkata,Banglore,No info,1 stop,7095,Evening,Late afternoon
1553,GoAir,Kolkata,Banglore,No info,1 stop,6945,Early morning,Night
1554,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12898,Morning,Morning
1555,Air Asia,Banglore,Delhi,No info,non-stop,7120,Mid-night,Night
1556,Air India,Kolkata,Banglore,No info,2 stops,15107,Early morning,Morning
1557,IndiGo,Banglore,Delhi,No info,non-stop,4823,Night,Evening
1558,Jet Airways,Delhi,Cochin,No info,2 stops,15339,Evening,Early afternoon
1559,Jet Airways,Kolkata,Banglore,No info,1 stop,14571,Late afternoon,Evening
1560,Air India,Mumbai,Hyderabad,No info,non-stop,3100,Early morning,Early morning
1561,IndiGo,Delhi,Cochin,No info,1 stop,6195,Mid-night,Night
1562,Multiple carriers,Delhi,Cochin,No info,1 stop,12042,Evening,Morning
1563,Air India,Delhi,Cochin,No info,2 stops,10467,Morning,Early afternoon
1564,IndiGo,Delhi,Cochin,No info,non-stop,6541,Morning,Early morning
1565,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Mid-night,Night
1566,Jet Airways,Banglore,New Delhi,No info,1 stop,20800,Morning,Early afternoon
1567,Air India,Banglore,New Delhi,No info,1 stop,6383,Night,Morning
1568,Air India,Banglore,New Delhi,No info,1 stop,13859,Morning,Mid-night
1569,Air India,Banglore,New Delhi,No info,non-stop,4441,Night,Night
1570,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,7064,Morning,Early morning
1571,Multiple carriers,Delhi,Cochin,No info,1 stop,9794,Evening,Early morning
1572,SpiceJet,Delhi,Cochin,No info,1 stop,5351,Late morning,Early morning
1573,Multiple carriers,Delhi,Cochin,No info,1 stop,16775,Mid-night,Evening
1574,GoAir,Delhi,Cochin,No info,1 stop,4959,Evening,Morning
1575,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,5963,Evening,Morning
1576,Air India,Banglore,New Delhi,No info,1 stop,23677,Morning,Early morning
1577,Air India,Kolkata,Banglore,No info,1 stop,11936,Morning,Evening
1578,Jet Airways,Delhi,Cochin,No info,2 stops,15129,Morning,Evening
1579,Multiple carriers,Delhi,Cochin,No info,1 stop,9359,Evening,Morning
1580,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,13994,Night,Evening
1581,SpiceJet,Chennai,Kolkata,No info,non-stop,3597,Morning,Morning
1582,Air India,Kolkata,Banglore,No info,1 stop,12173,Morning,Evening
1583,Multiple carriers,Delhi,Cochin,No info,1 stop,15411,Evening,Morning
1584,IndiGo,Chennai,Kolkata,No info,non-stop,3597,Late afternoon,Early afternoon
1585,Air India,Kolkata,Banglore,No info,1 stop,10203,Evening,Evening
1586,SpiceJet,Chennai,Kolkata,No info,non-stop,3597,Morning,Morning
1587,IndiGo,Kolkata,Banglore,No info,1 stop,6303,Early afternoon,Morning
1588,Jet Airways,Delhi,Cochin,No info,2 stops,13292,Morning,Morning
1589,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,11134,Evening,Late afternoon
1590,Jet Airways,Delhi,Cochin,No info,1 stop,14714,Evening,Morning
1591,Air India,Banglore,Delhi,No info,non-stop,6961,Late afternoon,Early afternoon
1592,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Morning,Evening
1593,IndiGo,Mumbai,Hyderabad,No info,non-stop,3175,Evening,Late afternoon
1594,Jet Airways,Kolkata,Banglore,No info,1 stop,13941,Morning,Evening
1595,IndiGo,Delhi,Cochin,No info,1 stop,13790,Morning,Mid-night
1596,Air India,Banglore,Delhi,No info,non-stop,6961,Morning,Morning
1597,Multiple carriers,Delhi,Cochin,No info,1 stop,9627,Evening,Morning
1598,IndiGo,Kolkata,Banglore,No info,1 stop,4268,Evening,Late afternoon
1599,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9899,Night,Late afternoon
1600,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9314,Early afternoon,Evening
1601,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9663,Early morning,Night
1602,Air India,Delhi,Cochin,No info,2 stops,8367,Early morning,Evening
1603,Vistara,Banglore,Delhi,No info,non-stop,5613,Night,Night
1604,Jet Airways,Delhi,Cochin,No info,1 stop,17234,Early morning,Early morning
1605,SpiceJet,Banglore,Delhi,No check-in baggage included,non-stop,3919,Mid-night,Night
1606,Air Asia,Kolkata,Banglore,No info,1 stop,7870,Night,Early morning
1607,SpiceJet,Delhi,Cochin,No info,1 stop,5409,Night,Evening
1608,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9663,Morning,Early afternoon
1609,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,8849,Early morning,Night
1610,Air India,Delhi,Cochin,No info,2 stops,13486,Early morning,Morning
1611,IndiGo,Mumbai,Hyderabad,No info,non-stop,4049,Morning,Morning
1612,Vistara,Delhi,Cochin,No info,non-stop,6216,Evening,Early afternoon
1613,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,9134,Early morning,Morning
1614,Jet Airways,Delhi,Cochin,No info,2 stops,14300,Morning,Evening
1615,Air Asia,Banglore,New Delhi,No info,non-stop,7652,Morning,Early morning
1616,Air India,Delhi,Cochin,No info,1 stop,9929,Evening,Early morning
1617,Air India,Banglore,New Delhi,No info,3 stops,13387,Evening,Early morning
1618,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9663,Evening,Early afternoon
1619,Air India,Banglore,Delhi,No info,non-stop,4441,Morning,Early morning
1620,SpiceJet,Kolkata,Banglore,No check-in baggage included,non-stop,3841,Mid-night,Night
1621,Jet Airways,Delhi,Cochin,No info,1 stop,15764,Early morning,Evening
1622,Jet Airways,Banglore,Delhi,No info,non-stop,8016,Evening,Evening
1623,Jet Airways,Banglore,Delhi,No info,non-stop,8016,Late morning,Morning
1624,Air India,Delhi,Cochin,No info,1 stop,8372,Evening,Evening
1625,Jet Airways,Delhi,Cochin,No info,2 stops,14237,Early morning,Evening
1626,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Night,Evening
1627,Multiple carriers,Delhi,Cochin,No info,1 stop,9794,Evening,Morning
1628,Air India,Banglore,New Delhi,No info,1 stop,7932,Early afternoon,Early morning
1629,Jet Airways,Delhi,Cochin,No info,2 stops,13292,Early morning,Morning
1630,Jet Airways,Delhi,Cochin,No info,1 stop,15554,Evening,Morning
1631,Multiple carriers,Delhi,Cochin,No info,1 stop,13062,Night,Early afternoon
1632,GoAir,Delhi,Cochin,No info,1 stop,5281,Evening,Morning
1633,Air India,Delhi,Cochin,No info,2 stops,13381,Evening,Evening
1634,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9314,Early afternoon,Evening
1635,Air India,Delhi,Cochin,No info,2 stops,9653,Early morning,Morning
1636,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,4544,Late morning,Morning
1637,IndiGo,Banglore,Delhi,No info,non-stop,4990,Morning,Early morning
1638,SpiceJet,Chennai,Kolkata,No check-in baggage included,non-stop,3543,Morning,Morning
1639,Vistara,Kolkata,Banglore,No info,1 stop,9555,Evening,Evening
1640,Multiple carriers,Delhi,Cochin,No info,1 stop,10197,Evening,Morning
1641,Jet Airways,Banglore,Delhi,No info,non-stop,8016,Night,Evening
1642,IndiGo,Mumbai,Hyderabad,No info,non-stop,2227,Night,Night
1643,Air India,Delhi,Cochin,No info,2 stops,10441,Evening,Night
1644,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9663,Early morning,Evening
1645,Air India,Kolkata,Banglore,No info,3 stops,14960,Night,Morning
1646,Air India,Delhi,Cochin,No info,1 stop,10979,Evening,Morning
1647,Multiple carriers,Delhi,Cochin,No info,1 stop,7888,Mid-night,Evening
1648,Air India,Delhi,Cochin,No info,1 stop,8907,Night,Morning
1649,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12373,Early morning,Late morning
1650,Vistara,Kolkata,Banglore,No info,1 stop,7770,Night,Evening
1651,Multiple carriers,Delhi,Cochin,No info,1 stop,7575,Evening,Late morning
1652,Air India,Delhi,Cochin,No info,1 stop,8372,Morning,Morning
1653,Air India,Delhi,Cochin,No info,1 stop,5117,Morning,Early morning
1654,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,17271,Early morning,Early morning
1655,Jet Airways,Kolkata,Banglore,No info,1 stop,14388,Morning,Evening
1656,Multiple carriers,Delhi,Cochin,No info,1 stop,15058,Evening,Morning
1657,IndiGo,Kolkata,Banglore,No info,non-stop,4174,Early afternoon,Late morning
1658,Multiple carriers,Delhi,Cochin,No info,1 stop,16108,Evening,Morning
1659,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Evening,Morning
1660,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,7229,Morning,Early morning
1661,IndiGo,Delhi,Cochin,No info,non-stop,5601,Morning,Early morning
1662,Jet Airways,Kolkata,Banglore,No info,1 stop,13941,Early morning,Early afternoon
1663,Air India,Delhi,Cochin,No info,1 stop,8372,Evening,Morning
1664,Air India,Delhi,Cochin,No info,2 stops,8052,Early morning,Evening
1665,SpiceJet,Kolkata,Banglore,No check-in baggage included,non-stop,3841,Evening,Evening
1666,Multiple carriers,Delhi,Cochin,No info,1 stop,7408,Night,Morning
1667,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Morning,Morning
1668,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,10368,Morning,Evening
1669,Jet Airways,Delhi,Cochin,No info,2 stops,12814,Evening,Early morning
1670,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,10368,Morning,Morning
1671,Multiple carriers,Delhi,Cochin,No info,1 stop,7354,Evening,Early morning
1672,Air Asia,Banglore,Delhi,No info,non-stop,3383,Mid-night,Night
1673,Air India,Delhi,Cochin,No info,2 stops,10231,Early morning,Early morning
